Any,Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. De 65 anys i més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. De 65 anys i més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. De 65 anys i més
2019,252094,Sort,172,720,185,153,702,217,325,1422,402
2019,252108,Soses,159,602,162,150,508,182,309,1110,344
2019,082732,Subirats,257,1033,287,218,939,310,475,1972,597
2019,252115,Sudanell,52,316,97,35,245,108,87,561,205
2019,252120,Sunyer,13,160,32,17,91,39,30,251,71
2019,082747,Súria,392,1922,583,378,1866,801,770,3788,1384
2019,171946,Susqueda,2,47,11,6,27,8,8,74,19
2019,082763,Tagamanent,30,116,23,20,109,25,50,225,48
2019,082779,Talamanca,17,74,24,14,58,19,31,132,43
2019,252154,Talarn,25,316,46,26,131,41,51,447,87
2019,252167,Talavera,16,97,45,11,69,45,27,166,90
2019,171959,"Tallada d'Empordà, la",33,153,55,34,140,48,67,293,103
2019,082785,Taradell,556,2121,561,492,2071,688,1048,4192,1249
2019,431482,Tarragona,10794,44382,10329,10319,44640,14051,21113,89022,24380
2019,252173,Tàrrega,1561,5751,1177,1450,5592,1567,3011,11343,2744
2019,252189,Tarrés,7,31,18,9,30,11,16,61,29
2019,252192,Tarroja de Segarra,14,61,29,13,51,19,27,112,48
2019,082750,Tavèrnoles,25,107,27,27,96,34,52,203,61
2019,082802,Tavertet,4,34,19,4,34,16,8,68,35
2019,082819,Teià,526,2038,570,434,2072,757,960,4110,1327
2019,252206,Térmens,81,459,138,91,367,197,172,826,335
2019,171962,Terrades,22,110,30,26,106,35,48,216,65
2019,082798,Terrassa,19465,73501,15503,18227,72441,21419,37692,145942,36922
2019,082824,Tiana,723,2863,647,787,3029,791,1510,5892,1438
2019,252213,Tírvia,3,43,17,6,44,18,9,87,35
2019,252228,Tiurana,3,20,10,3,27,10,6,47,20
2019,431495,Tivenys,38,301,119,45,246,150,83,547,269
2019,082830,Tona,687,2781,631,665,2670,807,1352,5451,1438
2019,252234,Torà,80,433,126,77,385,154,157,818,280
2019,082845,Tordera,1556,5821,1345,1412,5502,1580,2968,11323,2925
2019,082858,Torelló,1167,4763,1207,1130,4515,1565,2297,9278,2772
2019,252249,"Torms, els",8,47,22,2,36,29,10,83,51
2019,252252,Tornabous,66,290,105,49,231,117,115,521,222
2019,252271,"Torre de Cabdella, la",32,251,100,28,218,131,60,469,231
2019,082861,"Torre de Claramunt, la",316,1313,294,273,1216,302,589,2529,596
2019,431515,"Torre de Fontaubella, la",12,35,21,8,38,24,20,73,45
2019,431520,"Torre de l'Espanyol, la",36,197,78,41,177,82,77,374,160
2019,252265,Torrebesses,17,93,40,16,71,45,33,164,85
2019,431536,Torredembarra,1243,5318,1364,1243,5313,1703,2486,10631,3067
2019,252287,Torrefarrera,484,1589,255,444,1524,309,928,3113,564
2019,259078,Torrefeta i Florejacs,36,213,73,29,170,81,65,383,154
2019,252304,Torregrossa,156,748,236,140,630,292,296,1378,528
2019,252311,Torrelameu,46,312,75,46,181,83,92,493,158
2019,082877,Torrelavit,119,470,134,126,439,131,245,909,265
2019,082883,Torrelles de Foix,188,872,207,154,710,217,342,1582,424
2019,082896,Torrelles de Llobregat,555,2091,357,560,2050,428,1115,4141,785
2019,171978,Torrent,9,63,20,12,51,20,21,114,40
2019,252326,Torres de Segre,126,852,201,146,726,226,272,1578,427
2019,252332,Torre-serona,18,153,37,25,114,50,43,267,87
2019,171984,Torroella de Fluvià,48,252,54,56,226,58,104,478,112
2019,171997,Torroella de Montgrí,961,3947,992,880,3741,1124,1841,7688,2116
2019,431541,Torroja del Priorat,9,48,24,3,40,25,12,88,49
2019,172001,Tortellà,59,253,81,65,257,94,124,510,175
2019,431554,Tortosa,2592,10950,2954,2526,10439,3911,5118,21389,6865
2019,172018,Toses,9,70,23,11,45,13,20,115,36
2019,172023,Tossa de Mar,366,1992,503,367,1848,607,733,3840,1110
2019,252347,Tremp,406,1924,554,397,1790,773,803,3714,1327
2019,172044,Ullà,110,442,80,108,329,84,218,771,164
2019,082900,Ullastrell,224,700,128,205,678,158,429,1378,286
2019,172057,Ullastret,18,90,32,29,91,30,47,181,62
2019,431567,Ulldecona,486,2210,590,445,1881,688,931,4091,1278
2019,431573,Ulldemolins,16,143,70,13,88,66,29,231,136
2019,172039,Ultramort,25,65,28,16,58,31,41,123,59
2019,172060,Urús,8,70,15,7,66,23,15,136,38
2019,082917,Vacarisses,696,2335,405,593,2219,440,1289,4554,845
2019,170144,"Vajol, la",6,32,10,3,27,11,9,59,21
2019,172076,"Vall d'en Bas, la",264,997,292,230,952,337,494,1949,629
2019,172082,"Vall de Bianya, la",99,433,107,98,404,123,197,837,230
2019,250432,"Vall de Boí, la",70,378,98,63,334,78,133,712,176
2019,259010,Vall de Cardós,19,136,40,28,100,41,47,236,81
2019,082922,Vallbona d'Anoia,120,469,130,84,425,145,204,894,275
2019,252385,Vallbona de les Monges,6,79,35,13,52,48,19,131,83
2019,082938,Vallcebre,4,97,41,9,64,35,13,161,76
2019,431589,Vallclara,8,37,12,5,26,10,13,63,22
2019,252402,Vallfogona de Balaguer,161,607,169,164,595,180,325,1202,349
2019,171707,Vallfogona de Ripollès,11,66,32,9,53,35,20,119,67
2019,431592,Vallfogona de Riucorb,1,35,19,0,18,18,1,53,37
2019,082943,Vallgorguina,299,985,167,296,961,183,595,1946,350
2019,082956,Vallirana,1295,5039,1189,1266,4852,1365,2561,9891,2554
2019,172095,Vall-llobrega,83,313,50,88,311,54,171,624,104
2019,431606,Vallmoll,138,608,144,139,572,155,277,1180,299
2019,082969,Vallromanes,269,906,153,225,867,159,494,1773,312
2019,431613,Valls,1991,8261,1958,1883,7752,2514,3874,16013,4472
2019,259062,"Valls d'Aguilar, les",10,88,47,8,76,31,18,164,78
2019,252398,"Valls de Valira, les",52,281,79,43,257,79,95,538,158
2019,431628,Vandellòs i l'Hospitalet de l'Infant,572,2177,497,526,2116,594,1098,4293,1091
2019,259097,"Vansa i Fórnols, la",2,60,22,3,48,26,5,108,48
2019,082975,Veciana,18,52,29,17,44,22,35,96,51
2019,431634,"Vendrell, el",3169,12234,3228,3021,12186,3768,6190,24420,6996
2019,172109,Ventalló,69,283,86,65,264,92,134,547,178
2019,252424,Verdú,54,290,97,58,267,153,112,557,250
2019,172116,Verges,93,357,122,104,332,163,197,689,285
2019,431649,Vespella de Gaià,33,143,56,30,111,37,63,254,93
2019,082981,Vic,4198,16223,2885,3827,14823,4258,8025,31046,7143
2019,172121,Vidrà,11,56,16,11,58,15,22,114,31
2019,172137,Vidreres,638,2752,658,575,2452,722,1213,5204,1380
2019,252430,Vielha e Mijaran,409,2110,318,366,1955,401,775,4065,719
2019,431652,Vilabella,43,249,86,44,214,100,87,463,186
2019,172142,Vilabertran,104,287,98,80,304,106,184,591,204
2019,172155,Vilablareix,277,946,215,261,973,225,538,1919,440
2019,082994,Vilada,16,137,64,11,114,74,27,251,138
2019,172174,Viladamat,32,155,54,36,139,52,68,294,106
2019,172168,Viladasens,20,71,16,8,61,24,28,132,40
2019,083015,Viladecans,5905,22243,4782,5503,22064,6114,11408,44307,10896
2019,083008,Viladecavalls,606,2609,509,604,2617,567,1210,5226,1076
2019,172180,Vilademuls,75,266,83,66,252,73,141,518,156
2019,172207,Viladrau,73,351,85,84,331,116,157,682,201
2019,172214,Vilafant,453,1750,433,412,1806,540,865,3556,973
2019,083054,Vilafranca del Penedès,3559,12800,2982,3336,13010,4059,6895,25810,7041
2019,252445,Vilagrassa,46,186,46,44,170,49,90,356,95
2019,172235,Vilajuïga,73,386,90,83,374,98,156,760,188
2019,431750,Vilalba dels Arcs,32,193,93,35,161,111,67,354,204
2019,083067,Vilalba Sasserra,61,248,48,60,231,68,121,479,116
2019,252458,Vilaller,38,198,58,30,161,76,68,359,134
2019,172240,Vilallonga de Ter,21,144,47,21,113,52,42,257,99
2019,431665,Vilallonga del Camp,264,793,149,234,774,175,498,1567,324
2019,172253,Vilamacolum,28,131,34,26,89,40,54,220,74
2019,172266,Vilamalla,100,384,102,106,377,112,206,761,214
2019,172272,Vilamaniscle,17,74,25,11,55,18,28,129,43
2019,252477,Vilamòs,9,80,11,11,63,13,20,143,24
2019,172288,Vilanant,29,134,34,35,123,37,64,257,71
2019,431671,Vilanova d'Escornalbou,42,182,64,45,160,52,87,342,116
2019,252483,Vilanova de Bellpuig,88,359,152,87,287,208,175,646,360
2019,252496,Vilanova de l'Aguda,7,59,31,6,61,33,13,120,64
2019,252542,Vilanova de la Barca,73,358,104,55,311,135,128,669,239
2019,252509,Vilanova de Meià,22,129,72,19,88,59,41,217,131
2019,431687,Vilanova de Prades,9,35,16,6,37,9,15,72,25
2019,083036,Vilanova de Sau,20,80,42,14,100,43,34,180,85
2019,252516,Vilanova de Segrià,77,349,92,64,293,102,141,642,194
2019,083020,Vilanova del Camí,1089,4233,905,1077,4001,1153,2166,8234,2058
2019,089024,Vilanova del Vallès,582,1866,312,528,1797,347,1110,3663,659
2019,083073,Vilanova i la Geltrú,5093,21877,5486,4852,22479,7299,9945,44356,12785
2019,431690,Vilaplana,30,209,63,31,181,60,61,390,123
2019,431704,Vila-rodona,104,445,111,96,368,131,200,813,242
2019,172305,Vila-sacra,68,249,55,83,233,72,151,482,127
2019,252521,Vila-sana,70,253,53,52,233,81,122,486,134
2019,431711,Vila-seca,2144,7597,1372,2077,7389,1608,4221,14986,2980
2019,082140,Vilassar de Dalt,704,2989,769,694,2968,919,1398,5957,1688
2019,082191,Vilassar de Mar,1756,6578,1734,1627,6897,2245,3383,13475,3979
2019,172229,Vilaür,21,44,16,15,49,12,36,93,28
2019,431726,Vilaverd,32,170,38,31,136,45,63,306,83
2019,431732,"Vilella Alta, la",8,47,18,11,33,18,19,80,36
2019,431747,"Vilella Baixa, la",18,69,26,9,54,26,27,123,52
2019,172333,Vilobí d'Onyar,297,1159,255,284,1008,288,581,2167,543
2019,083041,Vilobí del Penedès,101,361,107,90,329,119,191,690,226
2019,172327,Vilopriu,18,59,30,15,54,26,33,113,56
2019,252537,"Vilosell, el",4,52,32,4,46,31,8,98,63
2019,431763,Vimbodí i Poblet,55,308,125,36,230,138,91,538,263
2019,252555,Vinaixa,31,151,67,15,130,76,46,281,143
2019,431779,Vinebre,41,137,43,25,125,57,66,262,100
2019,431785,Vinyols i els Arcs,174,718,178,172,658,156,346,1376,334
2019,083089,Viver i Serrateix,10,54,23,13,42,26,23,96,49
2019,430521,Xerta,61,367,143,63,347,189,124,714,332
2020,250019,Abella de la Conca,11,67,21,7,54,23,18,121,44
2020,080018,Abrera,1164,4274,887,1072,4091,1050,2236,8365,1937
2020,250024,Àger,25,200,89,26,155,85,51,355,174
2020,250030,Agramunt,415,1807,488,422,1678,601,837,3485,1089
2020,080023,Aguilar de Segarra,26,94,28,28,83,23,54,177,51
2020,170010,Agullana,67,275,89,68,270,94,135,545,183
2020,080142,Aiguafreda,157,830,234,165,795,331,322,1625,565
2020,430017,Aiguamúrcia,59,310,114,68,272,107,127,582,221
2020,170025,Aiguaviva,75,254,56,64,257,59,139,511,115
2020,250387,Aitona,215,871,252,188,706,335,403,1577,587
2020,250045,"Alamús, els",56,272,84,50,264,85,106,536,169
2020,250058,Alàs i Cerc,21,93,44,19,87,56,40,180,100
2020,250061,"Albagés, l'",13,122,54,14,102,56,27,224,110
2020,170031,Albanyà,18,47,14,19,46,11,37,93,25
2020,250077,Albatàrrec,184,839,119,183,756,155,367,1595,274
2020,250083,Albesa,117,565,166,95,418,200,212,983,366
2020,250096,"Albi, l'",59,215,104,42,200,124,101,415,228
2020,430022,Albinyana,193,865,215,163,765,267,356,1630,482
2020,430038,"Albiol, l'",66,167,39,40,157,31,106,324,70
2020,170046,Albons,53,262,76,54,242,72,107,504,148
2020,430043,Alcanar,665,3176,941,642,2933,1077,1307,6109,2018
2020,250100,Alcanó,18,74,29,14,68,35,32,142,64
2020,250117,Alcarràs,952,3612,532,854,3113,644,1806,6725,1176
2020,250122,Alcoletge,301,1286,218,299,1095,236,600,2381,454
2020,430056,Alcover,424,1715,416,441,1644,504,865,3359,920
2020,439044,"Aldea, l'",330,1433,434,269,1213,468,599,2646,902
2020,430069,Aldover,57,286,114,44,262,142,101,548,256
2020,430075,"Aleixar, l'",66,319,73,66,289,80,132,608,153
2020,080039,Alella,850,3005,983,738,3222,1106,1588,6227,2089
2020,430081,Alfara de Carles,15,130,56,18,98,59,33,228,115
2020,250138,Alfarràs,176,956,308,181,785,359,357,1741,667
2020,250143,Alfés,21,100,38,15,81,42,36,181,80
2020,430094,Alforja,122,639,158,115,558,191,237,1197,349
2020,250156,Algerri,23,129,67,15,88,82,38,217,149
2020,250169,Alguaire,198,1110,298,233,850,340,431,1960,638
2020,250175,Alins,13,88,42,11,79,39,24,167,81
2020,430108,Alió,34,128,57,46,148,45,80,276,102
2020,250194,Almacelles,513,2530,606,454,1991,732,967,4521,1338
2020,250208,Almatret,7,108,55,5,70,60,12,178,115
2020,250215,Almenar,225,1189,360,200,949,434,425,2138,794
2020,430115,Almoster,91,484,99,89,477,101,180,961,200
2020,250220,Alòs de Balaguer,5,49,25,3,27,23,8,76,48
2020,170062,Alp,98,614,111,85,558,127,183,1172,238
2020,080044,Alpens,19,99,19,12,84,28,31,183,47
2020,250236,Alpicat,572,2145,421,569,2075,484,1141,4220,905
2020,250241,Alt Àneu,25,159,55,12,124,39,37,283,94
2020,430120,Altafulla,450,1676,453,467,1737,524,917,3413,977
2020,170078,Amer,156,737,251,155,716,317,311,1453,568
2020,430136,"Ametlla de Mar, l'",485,2206,801,440,2066,868,925,4272,1669
2020,439060,"Ampolla, l'",186,1065,432,197,959,438,383,2024,870
2020,430141,Amposta,1833,7026,1816,1602,6671,2167,3435,13697,3983
2020,170084,Anglès,486,1867,464,467,1773,597,953,3640,1061
2020,250273,Anglesola,102,443,144,122,376,178,224,819,322
2020,250292,Arbeca,116,715,270,114,615,296,230,1330,566
2020,430167,"Arboç, l'",522,1943,416,509,1727,492,1031,3670,908
2020,430154,Arbolí,5,56,13,5,34,14,10,90,27
2020,170097,Arbúcies,548,2313,555,532,2004,656,1080,4317,1211
2020,080060,Arenys de Mar,1183,5167,1411,1070,5058,2052,2253,10225,3463
2020,080076,Arenys de Munt,776,3081,734,658,2999,873,1434,6080,1607
2020,170101,Argelaguer,23,140,44,18,127,44,41,267,88
2020,080082,Argençola,12,82,19,18,67,21,30,149,40
2020,430173,"Argentera, l'",0,50,16,3,30,18,3,80,34
2020,080095,Argentona,1030,4170,997,957,4117,1265,1987,8287,2262
2020,170118,"Armentera, l'",85,300,93,87,282,104,172,582,197
2020,430189,Arnes,19,115,85,21,113,91,40,228,176
2020,250313,Arres,1,32,6,3,16,2,4,48,8
2020,250328,Arsèguel,8,28,10,6,24,5,14,52,15
2020,080109,Artés,465,1975,471,451,1810,590,916,3785,1061
2020,250334,Artesa de Lleida,100,583,133,90,463,166,190,1046,299
2020,250349,Artesa de Segre,237,1169,350,225,1024,395,462,2193,745
2020,430192,Ascó,102,542,200,94,495,211,196,1037,411
2020,250365,Aspa,10,70,35,10,57,38,20,127,73
2020,250371,"Avellanes i Santa Linya, les",22,144,83,25,91,68,47,235,151
2020,080116,Avià,180,718,215,154,707,246,334,1425,461
2020,080121,Avinyó,171,763,203,163,693,296,334,1456,499
2020,170123,Avinyonet de Puigventós,147,579,92,147,582,94,294,1161,186
2020,080137,Avinyonet del Penedès,110,628,161,114,507,177,224,1135,338
2020,080155,Badalona,17590,74108,18320,16506,72614,24028,34096,146722,42348
2020,089045,Badia del Vallès,1029,4369,1170,977,4204,1666,2006,8573,2836
2020,080168,Bagà,116,680,265,113,641,325,229,1321,590
2020,250390,Baix Pallars,20,122,38,18,92,41,38,214,79
2020,250404,Balaguer,1550,6117,1286,1434,5320,1765,2984,11437,3051
2020,080174,Balenyà,316,1321,284,289,1262,368,605,2583,652
2020,080180,Balsareny,188,1092,296,203,977,436,391,2069,732
2020,430206,Banyeres del Penedès,278,1081,266,275,1033,274,553,2114,540
2020,170157,Banyoles,1825,6681,1480,1693,6392,1982,3518,13073,3462
2020,250411,Barbens,53,318,97,55,239,116,108,557,213
2020,430213,Barberà de la Conca,34,171,55,31,116,64,65,287,119
2020,082520,Barberà del Vallès,2788,11069,2538,2753,10974,3212,5541,22043,5750
2020,080193,Barcelona,104905,544980,140823,99367,562944,211163,204272,1107924,351986
2020,250426,"Baronia de Rialb, la",5,74,37,11,66,36,16,140,73
2020,170160,Bàscara,79,349,93,70,285,125,149,634,218
2020,250447,Bassella,13,68,31,6,69,30,19,137,61
2020,430228,Batea,138,546,265,127,517,308,265,1063,573
2020,250450,Bausen,0,16,14,2,15,13,2,31,27
2020,080207,Begues,685,2489,476,668,2453,529,1353,4942,1005
2020,170139,Begur,234,1321,400,238,1259,439,472,2580,839
2020,250463,Belianes,25,151,85,25,151,83,50,302,168
2020,251706,Bellaguarda,12,97,41,8,79,50,20,176,91
2020,170182,Bellcaire d'Empordà,45,215,65,53,216,84,98,431,149
2020,250479,Bellcaire d'Urgell,71,397,139,76,336,180,147,733,319
2020,250485,Bell-lloc d'Urgell,154,793,212,173,731,272,327,1524,484
2020,250498,Bellmunt d'Urgell,10,60,20,12,53,30,22,113,50
2020,430234,Bellmunt del Priorat,20,90,32,7,81,43,27,171,75
2020,080214,Bellprat,0,25,16,1,13,9,1,38,25
2020,250501,Bellpuig,373,1989,412,420,1495,529,793,3484,941
2020,430249,Bellvei,206,769,187,190,690,195,396,1459,382
2020,250518,Bellver de Cerdanya,149,676,210,133,607,230,282,1283,440
2020,250523,Bellvís,168,755,236,132,638,331,300,1393,567
2020,250539,Benavent de Segrià,115,581,110,104,483,125,219,1064,235
2020,430252,Benifallet,25,212,99,32,221,134,57,433,233
2020,430265,Benissanet,68,432,130,65,298,147,133,730,277
2020,080229,Berga,1260,5475,1580,1089,5209,2147,2349,10684,3727
2020,170195,Besalú,204,723,254,200,781,325,404,1504,579
2020,170209,Bescanó,502,1660,360,444,1591,434,946,3251,794
2020,170216,Beuda,14,74,11,20,56,11,34,130,22
2020,080235,Bigues i Riells del Fai,782,3321,676,758,3079,742,1540,6400,1418
2020,250557,Biosca,4,59,31,6,44,33,10,103,64
2020,170221,"Bisbal d'Empordà, la",1038,3722,805,958,3576,1060,1996,7298,1865
2020,430271,"Bisbal de Falset, la",17,69,30,9,50,36,26,119,66
2020,430287,"Bisbal del Penedès, la",252,1281,385,238,1108,367,490,2389,752
2020,172348,Biure,13,74,38,10,72,34,23,146,72
2020,430290,Blancafort,19,134,47,21,107,54,40,241,101
2020,170237,Blanes,2847,13629,3370,2710,13126,4232,5557,26755,7602
2020,170293,Boadella i les Escaules,13,93,31,18,88,29,31,181,60
2020,170242,Bolvir,27,134,36,17,121,40,44,255,76
2020,430304,Bonastre,56,243,60,59,213,54,115,456,114
2020,250576,"Bòrdes, Es",17,100,25,17,75,21,34,175,46
2020,170255,Bordils,146,599,140,137,576,163,283,1175,303
2020,250582,"Borges Blanques, les",502,2048,602,457,1829,735,959,3877,1337
2020,430311,"Borges del Camp, les",189,694,170,156,620,227,345,1314,397
2020,170268,Borrassà,74,243,63,64,217,72,138,460,135
2020,080240,Borredà,20,177,60,20,123,64,40,300,124
2020,250595,Bossòst,67,388,89,78,376,117,145,764,206
2020,430326,Bot,26,162,96,20,144,106,46,306,202
2020,430332,Botarell,90,396,66,94,351,80,184,747,146
2020,250560,Bovera,10,81,47,10,52,48,20,133,95
2020,430347,Bràfim,67,220,68,56,192,92,123,412,160
2020,170274,Breda,232,1248,362,273,1192,455,505,2440,817
2020,080253,"Bruc, el",197,788,143,180,666,136,377,1454,279
2020,080266,"Brull, el",27,95,20,24,72,20,51,167,40
2020,170280,Brunyola i Sant Martí Sapresa,24,130,49,23,117,46,47,247,95
2020,430350,Cabacés,19,102,41,22,75,43,41,177,84
2020,250609,Cabanabona,1,26,7,1,20,16,2,46,23
2020,170314,Cabanelles,26,96,28,17,67,33,43,163,61
2020,170307,Cabanes,67,341,112,69,277,102,136,618,214
2020,080272,"Cabanyes, les",105,322,72,77,336,67,182,658,139
2020,250616,Cabó,3,33,14,5,23,15,8,56,29
2020,430363,Cabra del Camp,77,418,118,75,374,113,152,792,231
2020,080288,Cabrera d'Anoia,115,576,104,104,475,108,219,1051,212
2020,080291,Cabrera de Mar,366,1601,414,345,1600,421,711,3201,835
2020,080305,Cabrils,611,2510,546,598,2600,567,1209,5110,1113
2020,170329,Cadaqués,169,911,220,177,948,270,346,1859,490
2020,080312,Calaf,342,1157,344,315,1080,418,657,2237,762
2020,430379,Calafell,2120,9212,2555,1925,8852,2937,4045,18064,5492
2020,080348,Calders,82,362,86,76,345,94,158,707,180
2020,080327,Caldes d'Estrac,205,984,253,197,1014,368,402,1998,621
2020,170335,Caldes de Malavella,682,2653,600,644,2584,709,1326,5237,1309
2020,080333,Caldes de Montbui,1452,5998,1423,1300,5786,1853,2752,11784,3276
2020,080351,Calella,1380,6371,1648,1333,6183,2362,2713,12554,4010
2020,080370,Calldetenes,199,864,218,198,798,236,397,1662,454
2020,080386,Callús,181,725,147,187,665,224,368,1390,371
2020,080364,Calonge de Segarra,9,64,19,10,51,35,19,115,54
2020,170340,Calonge i Sant Antoni,875,3746,1060,749,3700,1201,1624,7446,2261
2020,250621,Camarasa,47,243,116,41,224,139,88,467,255
2020,439039,Camarles,251,1020,346,179,962,436,430,1982,782
2020,430385,Cambrils,3080,11347,2563,2822,11735,3187,5902,23082,5750
2020,170353,Camós,56,209,75,36,200,101,92,409,176
2020,170366,Campdevànol,201,991,368,207,964,501,408,1955,869
2020,170372,Campelles,6,47,20,4,47,16,10,94,36
2020,080399,Campins,34,206,43,41,176,41,75,382,84
2020,170388,Campllong,57,182,25,59,177,37,116,359,62
2020,170391,Camprodon,138,707,279,134,704,336,272,1411,615
2020,250637,Canejan,1,31,13,5,31,8,6,62,21
2020,170405,Canet d'Adri,67,236,79,56,212,79,123,448,158
2020,080403,Canet de Mar,1161,4795,1338,1024,4723,1824,2185,9518,3162
2020,439076,"Canonja, la",533,1967,412,519,2019,506,1052,3986,918
2020,080410,Canovelles,1584,5918,1191,1438,5272,1426,3022,11190,2617
2020,080425,Cànoves i Samalús,270,1082,259,244,1026,275,514,2108,534
2020,170412,Cantallops,18,95,40,23,89,44,41,184,84
2020,080431,Canyelles,396,1674,360,357,1558,354,753,3232,714
2020,430398,Capafonts,3,39,16,6,33,14,9,72,30
2020,430402,Capçanes,17,124,56,24,116,55,41,240,111
2020,080446,Capellades,396,1757,512,373,1668,636,769,3425,1148
2020,170427,Capmany,39,201,65,41,189,76,80,390,141
2020,080459,Capolat,10,21,8,8,29,8,18,50,16
2020,080462,Cardedeu,1645,6065,1265,1607,6155,1687,3252,12220,2952
2020,080478,Cardona,284,1441,541,307,1349,717,591,2790,1258
2020,080484,Carme,59,269,83,56,230,88,115,499,171
2020,430419,Caseres,6,67,44,12,64,44,18,131,88
2020,170448,Cassà de la Selva,918,3641,734,871,3264,982,1789,6905,1716
2020,080497,Casserres,115,493,195,104,451,230,219,944,425
2020,080575,Castell de l'Areny,4,24,9,2,26,2,6,50,11
2020,259046,Castell de Mur,9,57,30,5,44,28,14,101,58
2020,250642,Castellar de la Ribera,15,36,15,11,36,18,26,72,33
2020,080522,Castellar de n'Hug,4,64,16,7,42,23,11,106,39
2020,080500,Castellar del Riu,17,61,21,14,48,15,31,109,36
2020,080517,Castellar del Vallès,2058,8222,1809,1868,8240,2291,3926,16462,4100
2020,080538,Castellbell i el Vilar,255,1323,323,286,1153,379,541,2476,702
2020,080543,Castellbisbal,1137,4392,778,1086,4218,928,2223,8610,1706
2020,080556,Castellcir,65,276,56,67,234,44,132,510,100
2020,250674,Castelldans,53,341,103,58,260,115,111,601,218
2020,080569,Castelldefels,5625,23216,4321,5178,23335,5785,10803,46551,10106
2020,080581,Castellet i la Gornal,167,853,219,165,731,247,332,1584,466
2020,170464,Castellfollit de la Roca,82,293,113,52,273,134,134,566,247
2020,080608,Castellfollit de Riubregós,6,60,25,8,37,26,14,97,51
2020,080594,Castellfollit del Boix,37,153,38,36,129,54,73,282,92
2020,080615,Castellgalí,199,710,193,174,637,206,373,1347,399
2020,080620,Castellnou de Bages,132,546,92,128,448,91,260,994,183
2020,250680,Castellnou de Seana,48,213,93,42,167,102,90,380,195
2020,170470,Castelló d'Empúries,860,3762,982,871,3575,1050,1731,7337,2032
2020,250693,Castelló de Farfanya,32,190,69,34,138,76,66,328,145
2020,080636,Castellolí,43,209,50,81,187,56,124,396,106
2020,170486,Castell-Platja d'Aro,796,3629,1001,769,3674,1161,1565,7303,2162
2020,250707,Castellserà,60,323,122,58,274,159,118,597,281
2020,080641,Castellterçol,159,859,257,165,773,335,324,1632,592
2020,430424,Castellvell del Camp,236,965,216,209,992,210,445,1957,426
2020,080654,Castellví de la Marca,108,525,162,105,493,182,213,1018,344
2020,080667,Castellví de Rosanes,140,682,127,166,646,172,306,1328,299
2020,430430,"Catllar, el",412,1605,349,347,1509,335,759,3114,684
2020,250714,Cava,2,19,8,1,8,7,3,27,15
2020,171899,"Cellera de Ter, la",143,613,203,136,602,253,279,1215,456
2020,170499,Celrà,586,1938,272,578,1876,311,1164,3814,583
2020,080673,Centelles,605,2485,606,564,2398,855,1169,4883,1461
2020,082687,Cercs,63,371,134,56,330,196,119,701,330
2020,082665,Cerdanyola del Vallès,4151,19131,5002,3816,19443,6312,7967,38574,11314
2020,080689,Cervelló,773,3087,711,703,2932,871,1476,6019,1582
2020,250729,Cervera,796,3301,681,763,2960,849,1559,6261,1530
2020,250735,Cervià de les Garrigues,33,217,100,32,176,104,65,393,204
2020,170502,Cervià de Ter,93,314,87,76,311,85,169,625,172
2020,170519,Cistella,16,89,32,21,94,30,37,183,62
2020,250740,Ciutadilla,12,66,33,12,53,32,24,119,65
2020,250753,Clariana de Cardener,12,57,17,9,53,13,21,110,30
2020,250766,"Cogul, el",5,49,29,2,39,27,7,88,56
2020,170545,Colera,12,134,71,21,133,74,33,267,145
2020,250772,Coll de Nargó,33,165,79,26,160,77,59,325,156
2020,080692,Collbató,434,1621,304,361,1495,329,795,3116,633
2020,430458,Colldejou,11,61,21,7,45,23,18,106,44
2020,080706,Collsuspina,33,111,39,36,109,31,69,220,70
2020,170558,Colomers,7,56,21,11,51,28,18,107,49
2020,251636,"Coma i la Pedra, la",14,107,30,9,72,23,23,179,53
2020,251615,Conca de Dalt,23,116,70,27,110,64,50,226,134
2020,430461,Conesa,6,31,13,2,32,16,8,63,29
2020,430477,Constantí,645,2335,465,611,2101,508,1256,4436,973
2020,080713,Copons,26,97,34,33,91,40,59,188,74
2020,430483,Corbera d'Ebre,63,339,127,43,284,147,106,623,274
2020,080728,Corbera de Llobregat,1240,5240,974,1171,5060,1197,2411,10300,2171
2020,250788,Corbins,126,561,124,103,383,165,229,944,289
2020,170577,Corçà,118,382,142,87,385,154,205,767,296
2020,080734,Cornellà de Llobregat,6664,29437,7521,6409,29455,10450,13073,58892,17971
2020,170561,Cornellà del Terri,212,774,229,191,750,243,403,1524,472
2020,430496,Cornudella de Montsant,46,360,95,51,276,116,97,636,211
2020,430509,Creixell,286,1206,403,255,1133,475,541,2339,878
2020,170583,Crespià,15,87,25,19,74,34,34,161,59
2020,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",88,418,126,88,419,131,176,837,257
2020,080749,Cubelles,1359,5324,1261,1239,5154,1433,2598,10478,2694
2020,250791,Cubells,15,112,52,11,90,58,26,202,110
2020,430516,Cunit,989,4239,1422,1012,4237,1634,2001,8476,3056
2020,170600,Darnius,25,183,64,31,157,77,56,340,141
2020,170617,Das,18,83,20,26,67,20,44,150,40
