CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS/ES
4314010007,Santa Oliva,2023,CPSOECP - C,336,23.33,3
4314010007,Santa Oliva,2023,ERC-AM,275,19.09,2
4314010007,Santa Oliva,2023,PP,110,7.63,1
4314010007,Santa Oliva,2023,VOX,91,6.31,0
4314010007,Santa Oliva,2023,SOMI,4,0.27,0
1718480001,Santa Pau,2023,UxSP-AM,514,60.82,6
1718480001,Santa Pau,2023,CM,296,35.02,3
826060009,Santa Perpètua de Mogoda,2023,SPEC - C,3521,36.44,10
826060009,Santa Perpètua de Mogoda,2023,ERC-AM,1663,17.21,4
826060009,Santa Perpètua de Mogoda,2023,PSC-CP,1631,16.88,4
826060009,Santa Perpètua de Mogoda,2023,PP,643,6.65,1
826060009,Santa Perpètua de Mogoda,2023,VOX,635,6.57,1
826060009,Santa Perpètua de Mogoda,2023,Cs,599,6.19,1
826060009,Santa Perpètua de Mogoda,2023,CUP-AMUNT,458,4.74,0
826060009,Santa Perpètua de Mogoda,2023,CM,386,3.99,0
826130008,Santa Susanna,2023,CM,826,49.43,6
826130008,Santa Susanna,2023,USS-AM,385,23.04,3
826130008,Santa Susanna,2023,PP,164,9.81,1
826130008,Santa Susanna,2023,XS-PSC-CP,154,9.21,1
826130008,Santa Susanna,2023,AxSS - CS,126,7.54,0
819230008,Santpedor,2023,ERC - AM,1110,32.84,5
819230008,Santpedor,2023,SEAM,951,28.13,4
819230008,Santpedor,2023,CUP - AMUNT,655,19.37,2
819230008,Santpedor,2023,CM,463,13.69,2
819230008,Santpedor,2023,SECP-C,112,3.31,0
4314230008,Sarral,2023,UPS-FIC,329,42.23,4
4314230008,Sarral,2023,CM,240,30.8,3
4314230008,Sarral,2023,FP-AM,192,24.64,2
1718640003,Sarrià de Ter,2023,PAS-AMUNT,933,42.79,6
1718640003,Sarrià de Ter,2023,ERC-AM,578,26.51,4
1718640003,Sarrià de Ter,2023,PSC-CP,368,16.88,2
1718640003,Sarrià de Ter,2023,CM,250,11.46,1
2520170005,Sarroca de Bellera,2023,CXSB-CP,40,0,2
2520170005,Sarroca de Bellera,2023,ERC-AM,34,0,1
2520170005,Sarroca de Bellera,2023,CM,34,0,2
2520000000,Sarroca de Lleida,2023,CM,186,84.16,7
2520000000,Sarroca de Lleida,2023,PP,13,5.88,0
1718700000,"Saus, Camallera i Llampaies",2023,CM,256,51.92,4
1718700000,"Saus, Camallera i Llampaies",2023,Som-hi-AM,170,34.48,2
1718700000,"Saus, Camallera i Llampaies",2023,CP,64,12.98,1
4314390004,Savallà del Comtat,2023,CM,22,0,2
4314390004,Savallà del Comtat,2023,ERC-AM,14,0,1
4314390004,Savallà del Comtat,2023,PSC-CP,0,0,0
4314440003,La Secuita,2023,ERC-AM,474,70.43,8
4314440003,La Secuita,2023,PSC-CP,118,17.53,1
4314440003,La Secuita,2023,PP,59,8.76,0
1718860009,La Selva de Mar,2023,CM,65,0,5
1718860009,La Selva de Mar,2023,ERC-AM,23,0,0
1718860009,La Selva de Mar,2023,PSC-CP,4,0,0
4314570005,La Selva del Camp,2023,PSC-JpS-CP,966,35.38,5
4314570005,La Selva del Camp,2023,CM,776,28.42,4
4314570005,La Selva del Camp,2023,ERC-AM,544,19.92,2
4314570005,La Selva del Camp,2023,CUP-AMUNT,405,14.83,2
4314600000,Senan,2023,APS-AM,21,0,1
4314600000,Senan,2023,CM,12,0,0
4314600000,Senan,2023,PSC-CP,0,0,0
4304450006,La Sénia,2023,ES-ERC-AM,977,37.62,5
4304450006,La Sénia,2023,FS-MTE - C,895,34.46,5
4304450006,La Sénia,2023,AS,390,15.01,2
4304450006,La Sénia,2023,PSC-CP,284,10.93,1
2520220002,Senterada,2023,CXS-CP,52,0,2
2520220002,Senterada,2023,CM,38,0,2
2520220002,Senterada,2023,ERC-AM,15,0,1
2520220002,Senterada,2023,PP,1,0,0
2503520002,La Sentiu de Sió,2023,CM,149,52.28,4
2503520002,La Sentiu de Sió,2023,IS-AM,102,35.78,3
2503520002,La Sentiu de Sió,2023,IxSS-CP,33,11.57,0
826710007,Sentmenat,2023,PSC-CP,909,22.67,3
826710007,Sentmenat,2023,ERC-AM,726,18.1,2
826710007,Sentmenat,2023,VOX,590,14.71,2
826710007,Sentmenat,2023,ACSENT - MCat,578,14.41,2
826710007,Sentmenat,2023,CM,562,14.01,2
826710007,Sentmenat,2023,CUP - AMUNT,488,12.17,2
826710007,Sentmenat,2023,Cs,81,2.02,0
1719030008,Serinyà,2023,GpS-AM,236,43.86,4
1719030008,Serinyà,2023,CM,213,39.59,4
1719030008,Serinyà,2023,PSC-CP,71,13.19,1
2520430008,Seròs,2023,CM,541,64.4,6
2520430008,Seròs,2023,ERC-AM,261,31.07,3
2520430008,Seròs,2023,PP,12,1.42,0
1719100000,Serra de Daró,2023,CM,83,0,5
1719100000,Serra de Daró,2023,ERC-AM,51,0,0
1719100000,Serra de Daró,2023,PSC-CP,1,0,0
1719250006,Setcases,2023,F+X Setcases-AM,59,0,5
1719250006,Setcases,2023,IdS-CP,37,0,0
2520380001,La Seu d'Urgell,2023,CxLS - CP,1876,42.76,8
2520380001,La Seu d'Urgell,2023,CM,991,22.58,4
2520380001,La Seu d'Urgell,2023,ERC-AM,664,15.13,3
2520380001,La Seu d'Urgell,2023,C.U.P. - AMUNT,517,11.78,2
2520380001,La Seu d'Urgell,2023,VOX,125,2.84,0
2520380001,La Seu d'Urgell,2023,PP,123,2.8,0
826900000,Seva,2023,SUMEM - AM,1034,61.14,7
826900000,Seva,2023,CM,615,36.36,4
2520560009,Sidamon,2023,CM,323,85.22,6
2520560009,Sidamon,2023,ARA SIDAMON-AM,47,12.4,1
1719310007,Sils,2023,CM,654,30.02,4
1719310007,Sils,2023,IdSils-IdSelva,612,28.09,4
1719310007,Sils,2023,F+S - AM,466,21.39,3
1719310007,Sils,2023,SECP - C,200,9.18,1
1719310007,Sils,2023,PSC-CP,134,6.15,1
1719310007,Sils,2023,VALENTS,53,2.43,0
827040003,Sitges,2023,CM,1875,17.13,4
827040003,Sitges,2023,ERC-AM,1666,15.22,4
827040003,Sitges,2023,PSC-MxSITGES-CP,1616,14.76,4
827040003,Sitges,2023,SITGES-GI,1212,11.07,3
827040003,Sitges,2023,VECPS -,930,8.49,2
827040003,Sitges,2023,GS-AMUNT,722,6.59,1
827040003,Sitges,2023,VOX,713,6.51,1
827040003,Sitges,2023,FETS PER SITGE,666,6.08,1
827040003,Sitges,2023,PP,649,5.93,1
827040003,Sitges,2023,VALENTS,332,3.03,0
827040003,Sitges,2023,SOLUCIO-PDeTOTS,258,2.35,0
827040003,Sitges,2023,Cs,114,1.04,0
827040003,Sitges,2023,CNV - ARA PL,31,0.28,0
1705240003,Siurana,2023,TxS-AM,48,0,5
1705240003,Siurana,2023,CM,5,0,0
1705240003,Siurana,2023,PSC-CP,2,0,0
827110007,Sobremunt,2023,IpS,23,0,3
827110007,Sobremunt,2023,PSC-CP,1,0,0
2520690004,El Soleràs,2023,IS - AM,128,68.44,5
2520690004,El Soleràs,2023,S-AMUNT,54,28.87,2
4314760009,Solivella,2023,IpS-AM,250,87.71,7
2520750006,Solsona,2023,ERC / ESQUERRA,1353,35.57,5
2520750006,Solsona,2023,CM,714,18.77,3
2520750006,Solsona,2023,ARA PL,711,18.69,3
2520750006,Solsona,2023,C.U.P. - AMUNT,552,14.51,2
2520750006,Solsona,2023,PSC-CP,196,5.15,0
2520750006,Solsona,2023,VOX,85,2.23,0
2520750006,Solsona,2023,PP,82,2.15,0
827260009,Sora,2023,CM,72,0,4
827260009,Sora,2023,IpS - AM,54,0,1
827260009,Sora,2023,PVS,46,0,0
827260009,Sora,2023,PSC-CP,0,0,0
2520810007,Soriguera,2023,ERC-AM,145,65.31,5
2520810007,Soriguera,2023,CM,71,31.98,2
2520940003,Sort,2023,AM,482,42.61,5
2520940003,Sort,2023,GENT DE POBLE,279,24.66,3
2520940003,Sort,2023,CP,265,23.43,3
2520940003,Sort,2023,CM,88,7.78,0
2521080001,Soses,2023,ERC-AM,367,43.02,4
2521080001,Soses,2023,CM,292,34.23,3
2521080001,Soses,2023,PSC-CP,172,20.16,2
2521080001,Soses,2023,PP,10,1.17,0
827320002,Subirats,2023,CM,591,37.19,5
827320002,Subirats,2023,ERC / ESQUERRA,497,31.27,4
827320002,Subirats,2023,APS-CUP-AMUNT,292,18.37,2
827320002,Subirats,2023,PSC-CP,111,6.98,0
827320002,Subirats,2023,PP,65,4.09,0
2521150006,Sudanell,2023,PP,0,0,0
2521150006,Sudanell,2023,AS-AM,0,0,0
2521200000,Sunyer,2023,CM,127,96.21,7
827470005,Súria,2023,PSC-CP,1321,48.37,7
827470005,Súria,2023,ERC-AM,601,22,3
827470005,Súria,2023,FS - AMUNT,365,13.36,1
827470005,Súria,2023,CM,221,8.09,1
827470005,Súria,2023,GIIS,184,6.73,1
1719460009,Susqueda,2023,ERC-AM,28,0,3
1719460009,Susqueda,2023,PSC-CP,1,0,0
827630008,Tagamanent,2023,AT-ERC-AM,118,64.13,5
827630008,Tagamanent,2023,CM,65,35.32,2
827790004,Talamanca,2023,FemT- AM,73,0,3
827790004,Talamanca,2023,PSC-CP,71,0,1
827790004,Talamanca,2023,ARA PL,66,0,1
827790004,Talamanca,2023,CM,56,0,0
2521540003,Talarn,2023,AM,148,93.08,7
2521670005,Talavera,2023,CM,131,65.82,5
2521670005,Talavera,2023,ImT - AM,63,31.65,2
1719590004,La Tallada d'Empordà,2023,VCTMT,189,67.74,5
1719590004,La Tallada d'Empordà,2023,RU - AM,86,30.82,2
827850006,Taradell,2023,FT - ERC - AM,1862,63.33,9
827850006,Taradell,2023,CM,912,31.02,4
827850006,Taradell,2023,PP,87,2.95,0
4314820002,Tarragona,2023,PSC-CP,13015,27.51,9
4314820002,Tarragona,2023,ERC-AM,8889,18.79,6
4314820002,Tarragona,2023,PP,6597,13.94,4
4314820002,Tarragona,2023,VOX,4979,10.52,3
4314820002,Tarragona,2023,CM,4109,8.68,3
4314820002,Tarragona,2023,TGNECP - C,2861,6.04,2
4314820002,Tarragona,2023,CUP-AMUNT,2351,4.97,0
4314820002,Tarragona,2023,ARA PL,1316,2.78,0
4314820002,Tarragona,2023,VALENTS,1111,2.34,0
4314820002,Tarragona,2023,Cs,786,1.66,0
4314820002,Tarragona,2023,ESCONS EN BLANC,231,0.48,0
4314820002,Tarragona,2023,PCTC,178,0.37,0
4314820002,Tarragona,2023,CNV,71,0.15,0
2521730008,Tàrrega,2023,CM,2142,36.88,8
2521730008,Tàrrega,2023,ERC-AM,1591,27.39,5
2521730008,Tàrrega,2023,CUP-AMUNT,803,13.82,3
2521730008,Tàrrega,2023,PSC-CP,534,9.19,1
2521730008,Tàrrega,2023,VOX,261,4.49,0
2521730008,Tàrrega,2023,PP,206,3.54,0
2521730008,Tàrrega,2023,ARA PL,58,0.99,0
2521730008,Tàrrega,2023,VALENTS,23,0.39,0
2521890004,Tarrés,2023,CM,56,0,3
2521890004,Tarrés,2023,ERC-AM,42,0,2
2521890004,Tarrés,2023,PSC-CP,1,0,0
2521920002,Tarroja de Segarra,2023,CM,75,0,4
2521920002,Tarroja de Segarra,2023,IPT- AMUNT,42,0,1
2521920002,Tarroja de Segarra,2023,PP,0,0,0
2521920002,Tarroja de Segarra,2023,PSC-CP,0,0,0
827500000,Tavèrnoles,2023,CM,130,63.72,5
827500000,Tavèrnoles,2023,ERC-AM,68,33.33,2
828020002,Tavertet,2023,CM,61,0,4
828020002,Tavertet,2023,IxT - AMUNT,25,0,1
828020002,Tavertet,2023,ERC-AM,21,0,0
828020002,Tavertet,2023,PSC-CP,0,0,0
828190004,Teià,2023,GdT,805,28.54,4
828190004,Teià,2023,CaT - ERC - AM,692,24.53,4
828190004,Teià,2023,CM,676,23.97,3
828190004,Teià,2023,PSC-CP,283,10.03,1
828190004,Teià,2023,PP,276,9.78,1
828190004,Teià,2023,Cs,23,0.81,0
2522060009,Térmens,2023,CM,517,64.3,6
2522060009,Térmens,2023,MT-AM,276,34.32,3
1719620002,Terrades,2023,ET-AM,101,46.54,4
1719620002,Terrades,2023,CM,72,33.17,2
1719620002,Terrades,2023,TXT-TE,40,18.43,1
827980001,Terrassa,2023,TxT,26732,33.46,11
827980001,Terrassa,2023,PSC-CP,16711,20.91,7
827980001,Terrassa,2023,VOX,8380,10.49,3
827980001,Terrassa,2023,ERC-AM,6047,7.56,2
827980001,Terrassa,2023,CM,5723,7.16,2
827980001,Terrassa,2023,PP,5242,6.56,2
827980001,Terrassa,2023,TECP - C,3643,4.56,0
827980001,Terrassa,2023,CUP-AMUNT,2696,3.37,0
827980001,Terrassa,2023,Cs,1273,1.59,0
827980001,Terrassa,2023,PACMA,1234,1.54,0
827980001,Terrassa,2023,PFyV,450,0.56,0
827980001,Terrassa,2023,VALENTS,280,0.35,0
827980001,Terrassa,2023,PCTC,212,0.26,0
827980001,Terrassa,2023,ARA PL,124,0.15,0
828240003,Tiana,2023,JUNTS,2026,51.8,8
828240003,Tiana,2023,PSC - CP,698,17.84,2
828240003,Tiana,2023,CM,381,9.74,1
828240003,Tiana,2023,PP,327,8.36,1
828240003,Tiana,2023,ERC-AM,299,7.64,1
828240003,Tiana,2023,CUP - AMUNT,107,2.73,0
2522130008,Tírvia,2023,AM,60,0,4
2522130008,Tírvia,2023,CM,42,0,1
2522130008,Tírvia,2023,CP,4,0,0
2522280001,Tiurana,2023,IT-AM,0,0,0
2522280001,Tiurana,2023,PSC-CP,0,0,0
2522280001,Tiurana,2023,PP,0,0,0
2522280001,Tiurana,2023,CM,0,0,0
4314950006,Tivenys,2023,IFP-ERC-AM,383,63.62,5
4314950006,Tivenys,2023,PSC-CP,209,34.71,2
4315080001,Tivissa,2023,CT -ARA PL,300,30.73,3
4315080001,Tivissa,2023,AS-AM,282,28.89,3
4315080001,Tivissa,2023,CM,246,25.2,2
4315080001,Tivissa,2023,AISA-FIC,125,12.8,1
828300000,Tona,2023,ARA PL,1424,40.61,6
828300000,Tona,2023,AT,872,24.87,4
828300000,Tona,2023,ERC-AM,450,12.83,2
828300000,Tona,2023,CM,399,11.38,1
828300000,Tona,2023,PP,158,4.5,0
828300000,Tona,2023,PSC-CP,135,3.85,0
2522340003,Torà,2023,CM,298,51.82,5
2522340003,Torà,2023,ARA PL,142,24.69,2
2522340003,Torà,2023,ERC-AM,107,18.6,2
828450006,Tordera,2023,CM,1514,25.43,5
828450006,Tordera,2023,ERC-GT-JR-AM,1363,22.89,4
828450006,Tordera,2023,PSC-CP,936,15.72,3
828450006,Tordera,2023,VOX,557,9.35,2
828450006,Tordera,2023,MT -IDC,549,9.22,2
828450006,Tordera,2023,ECPT - C,359,6.03,1
828450006,Tordera,2023,MVxT,256,4.3,0
828450006,Tordera,2023,PP,214,3.59,0
828450006,Tordera,2023,Cs,75,1.26,0
828580001,Torelló,2023,ERC -JpT - A,1943,41.37,8
828580001,Torelló,2023,CUP-SP-AMUNT,919,19.56,3
828580001,Torelló,2023,PSC-CP,899,19.14,3
828580001,Torelló,2023,CM,728,15.5,3
2522490004,Els Torms,2023,IxT - AM,67,0,4
2522490004,Els Torms,2023,CM,37,0,1
2522490004,Els Torms,2023,PSC-CP,0,0,0
2522520002,Tornabous,2023,PV-AMUNT,189,51.35,4
2522520002,Tornabous,2023,ERC-AM,156,42.39,3
2522710007,La Torre de Cabdella,2023,ERC-AM,217,46.76,4
2522710007,La Torre de Cabdella,2023,SOM VALL FOSCA,104,22.41,1
2522710007,La Torre de Cabdella,2023,CM,64,13.79,1
2522710007,La Torre de Cabdella,2023,CP,59,12.71,1
828610007,La Torre de Claramunt,2023,CM,786,44.23,5
828610007,La Torre de Claramunt,2023,PSC-CP,432,24.31,3
828610007,La Torre de Claramunt,2023,RE,205,11.53,1
828610007,La Torre de Claramunt,2023,VOX,200,11.25,1
828610007,La Torre de Claramunt,2023,ERC-SA-AM,139,7.82,1
4315150006,La Torre de Fontaubella,2023,TDF - AMUNT,43,0,4
4315150006,La Torre de Fontaubella,2023,PSC-CP,28,0,1
4315200000,La Torre de l'Espanyol,2023,JUNTS-AM,265,72.6,5
4315200000,La Torre de l'Espanyol,2023,CM,93,25.47,2
2522650006,Torrebesses,2023,IxT - AM,110,94.01,7
4315360009,Torredembarra,2023,ERC-AM,1705,27.37,6
4315360009,Torredembarra,2023,PSC-CP,1590,25.52,5
4315360009,Torredembarra,2023,CM,589,9.45,2
4315360009,Torredembarra,2023,PP,546,8.76,1
4315360009,Torredembarra,2023,VOX,524,8.41,1
4315360009,Torredembarra,2023,A TORREDEMBARRA,375,6.02,1
4315360009,Torredembarra,2023,CUP-AMUNT,361,5.79,1
4315360009,Torredembarra,2023,VALENTS,251,4.02,0
4315360009,Torredembarra,2023,TECP - C,158,2.53,0
4315360009,Torredembarra,2023,ARA PL,24,0.38,0
2522870005,Torrefarrera,2023,CM,1033,49.92,6
2522870005,Torrefarrera,2023,ARA PL,452,21.84,3
2522870005,Torrefarrera,2023,ERC-AM,271,13.09,1
2522870005,Torrefarrera,2023,PSC-UNITS-CP,173,8.36,1
2522870005,Torrefarrera,2023,PP,47,2.27,0
2522870005,Torrefarrera,2023,VOX,46,2.22,0
2522870005,Torrefarrera,2023,TeC-CONFLUÈNCIA,29,1.4,0
2590780001,Torrefeta i Florejacs,2023,ERC-AM,250,79.87,6
2590780001,Torrefeta i Florejacs,2023,CUP-AMUNT,51,16.29,1
2523040003,Torregrossa,2023,ERC-AM,472,47.87,6
2523040003,Torregrossa,2023,cxT-CP,281,28.49,3
2523040003,Torregrossa,2023,CM,206,20.89,2
2523110007,Torrelameu,2023,ERC-AM,278,64.35,5
2523110007,Torrelameu,2023,CM,152,35.18,2
828770005,Torrelavit,2023,CM,362,45.36,4
828770005,Torrelavit,2023,ERC / ESQUERRA,256,32.08,3
828770005,Torrelavit,2023,F.I.C.,165,20.67,2
828830008,Torrelles de Foix,2023,IMPULSEM TORRELLES DE FOIX - COMPROMÍS MUNICIPAL,725,72.71,8
828830008,Torrelles de Foix,2023,ERC / ESQUERRA,174,17.45,2
828830008,Torrelles de Foix,2023,PSC-CP,85,8.52,1
828960009,Torrelles de Llobregat,2023,CAT,800,34.57,5
828960009,Torrelles de Llobregat,2023,CM,714,30.85,4
828960009,Torrelles de Llobregat,2023,ERC-AM,376,16.24,2
828960009,Torrelles de Llobregat,2023,PSC-CP,366,15.81,2
1719780001,Torrent,2023,CM,48,0,2
1719780001,Torrent,2023,PSC-CP,37,0,1
1719780001,Torrent,2023,ERC-AM,28,0,2
2523260009,Torres de Segre,2023,CM,333,34.68,4
2523260009,Torres de Segre,2023,CUP-AMUNT,277,28.85,3
2523260009,Torres de Segre,2023,ERC-AM,168,17.5,2
2523260009,Torres de Segre,2023,PSC-CP,143,14.89,2
2523260009,Torres de Segre,2023,PP,27,2.81,0
2523320002,Torre-serona,2023,TE-CP,152,63.07,5
2523320002,Torre-serona,2023,CM,86,35.68,2
1719840003,Torroella de Fluvià,2023,PSC-CP,218,54.09,4
1719840003,Torroella de Fluvià,2023,CM,175,43.42,3
1719840003,Torroella de Fluvià,2023,PTDERV,3,0.74,0
1719970005,Torroella de Montgrí,2023,UPM,1188,29.68,6
1719970005,Torroella de Montgrí,2023,COMPROMÍS-ARAPL,534,13.34,2
1719970005,Torroella de Montgrí,2023,L'EST-TE,515,12.86,2
1719970005,Torroella de Montgrí,2023,ERC-AM,490,12.24,2
1719970005,Torroella de Montgrí,2023,OTE- AMUNT,462,11.54,2
1719970005,Torroella de Montgrí,2023,CM,424,10.59,2
1719970005,Torroella de Montgrí,2023,PSC-CP,312,7.79,1
4315410007,Torroja del Priorat,2023,RT-ERC-AM,43,0,5
4315410007,Torroja del Priorat,2023,PSC-CP,3,0,0
1720010007,Tortellà,2023,ST-ERC-AM,252,88.73,7
4315540003,Tortosa,2023,CM,5423,42.17,10
4315540003,Tortosa,2023,MT-PSC-CP,3511,27.3,7
4315540003,Tortosa,2023,ERC-AM,1684,13.09,3
4315540003,Tortosa,2023,CUP-AMUNT,656,5.1,1
4315540003,Tortosa,2023,SLM-DT,513,3.98,0
4315540003,Tortosa,2023,VOX,452,3.51,0
4315540003,Tortosa,2023,Cs,237,1.84,0
4315540003,Tortosa,2023,VALENTS,178,1.38,0
1720180001,Toses,2023,CM,86,0,4
1720180001,Toses,2023,ERC-AM,22,0,1
1720180001,Toses,2023,PSC-CP,0,0,0
1720230008,Tossa de Mar,2023,CM,759,30.99,5
1720230008,Tossa de Mar,2023,TU-IdSelva,554,22.62,3
1720230008,Tossa de Mar,2023,ENDAV TOSSA-FIC,520,21.23,3
1720230008,Tossa de Mar,2023,TOSSA SEMPRE!,282,11.51,2
1720230008,Tossa de Mar,2023,PP,133,5.43,0
1720230008,Tossa de Mar,2023,ERC-AM,105,4.28,0
1720230008,Tossa de Mar,2023,PSC - CP,49,2,0
2523470005,Tremp,2023,CXT-CP,1253,49.46,7
2523470005,Tremp,2023,CM,503,19.85,3
2523470005,Tremp,2023,ERC / ESQUERRA,371,14.64,2
2523470005,Tremp,2023,ARA PL,217,8.56,1
2523470005,Tremp,2023,PP,81,3.19,0
2523470005,Tremp,2023,VOX,37,1.46,0
2523470005,Tremp,2023,SUMEM PER TREMP,25,0.98,0
1720440003,Ullà,2023,PSC-CP,254,54.38,5
1720440003,Ullà,2023,MOU - AM,206,44.11,4
829000000,Ullastrell,2023,ERC-AM,663,77.81,10
829000000,Ullastrell,2023,PSC-CP,103,12.08,1
1720570005,Ullastret,2023,CM,80,0,3
1720570005,Ullastret,2023,TCU - AM,76,0,2
1720570005,Ullastret,2023,ULL - TE,27,0,0
1720570005,Ullastret,2023,PSC-CP,4,0,0
4315670005,Ulldecona,2023,SU-CP,1126,41.13,6
4315670005,Ulldecona,2023,ACTIVUIB-ARA PL,442,16.14,2
4315670005,Ulldecona,2023,FEM POBLE,393,14.35,2
4315670005,Ulldecona,2023,PP,380,13.88,2
4315670005,Ulldecona,2023,ERC-AM,209,7.63,1
4315670005,Ulldecona,2023,CM,133,4.85,0
4315730008,Ulldemolins,2023,UB-ERC-AM,203,90.62,7
1720390004,Ultramort,2023,UU - AM,76,0,5
1720390004,Ultramort,2023,PSC-CP,3,0,0
1720600000,Urús,2023,CM,62,0,4
1720600000,Urús,2023,ERC-AM,50,0,1
1720600000,Urús,2023,PP,16,0,0
1720600000,Urús,2023,PSC-CP,3,0,0
829170005,Vacarisses,2023,ERC-AM,1216,42.74,7
829170005,Vacarisses,2023,CM,368,12.93,2
829170005,Vacarisses,2023,PSC-CP,284,9.98,1
829170005,Vacarisses,2023,LAVV,253,8.89,1
829170005,Vacarisses,2023,V per V,231,8.11,1
829170005,Vacarisses,2023,VOX,181,6.36,1
829170005,Vacarisses,2023,MV-ECP - C,136,4.78,0
829170005,Vacarisses,2023,PP,77,2.7,0
829170005,Vacarisses,2023,Cs,49,1.72,0
1701440003,La Vajol,2023,ERC-AM,26,0,1
1701440003,La Vajol,2023,CM,18,0,2
1701440003,La Vajol,2023,PSC-CP,3,0,0
1720820002,La Vall de Bianya,2023,CM,455,93.62,9
2504320002,La Vall de Boí,2023,CM,31,46.26,4
2504320002,La Vall de Boí,2023,AM,28,41.79,4
2504320002,La Vall de Boí,2023,NOSTRA V DE BOÍ,7,10.44,1
2504320002,La Vall de Boí,2023,PSC-CP,0,0,0
2590100000,Vall de Cardós,2023,AMUNT,175,71.13,5
2590100000,Vall de Cardós,2023,AM,67,27.23,2
1720760009,La Vall d'en Bas,2023,LVP-AM,977,59.1,7
1720760009,La Vall d'en Bas,2023,CM,627,37.93,4
829220002,Vallbona d'Anoia,2023,CUP-AMUNT,338,41.98,4
829220002,Vallbona d'Anoia,2023,PSC-CP,190,23.6,2
829220002,Vallbona d'Anoia,2023,CM,189,23.47,2
829220002,Vallbona d'Anoia,2023,ERC-AM,79,9.81,1
2523850006,Vallbona de les Monges,2023,ERC-AM,63,0,4
2523850006,Vallbona de les Monges,2023,CxVM - CP,50,0,1
829380001,Vallcebre,2023,CM,128,93.43,7
4315890004,Vallclara,2023,ERC-AM,22,0,2
4315890004,Vallclara,2023,CM,15,0,1
4315890004,Vallclara,2023,PSC-CP,2,0,0
2524020002,Vallfogona de Balaguer,2023,CM,604,69.9,7
2524020002,Vallfogona de Balaguer,2023,ERC-AM,190,21.99,2
2524020002,Vallfogona de Balaguer,2023,IxVB-CP,42,4.86,0
1717070005,Vallfogona de Ripollès,2023,TpV - AM,80,0,5
1717070005,Vallfogona de Ripollès,2023,PSC-CP,12,0,0
4315920002,Vallfogona de Riucorb,2023,CM,33,0,3
4315920002,Vallfogona de Riucorb,2023,PSC-CP,3,0,0
829430008,Vallgorguina,2023,CM,491,44.63,5
829430008,Vallgorguina,2023,ALTERNAT-AMUNT,351,31.9,4
829430008,Vallgorguina,2023,ERC-AM,208,18.9,2
829560009,Vallirana,2023,PSC-CP,2236,37.82,8
829560009,Vallirana,2023,ERC-AM,1039,17.57,4
829560009,Vallirana,2023,VET,732,12.38,2
829560009,Vallirana,2023,CM,516,8.72,1
829560009,Vallirana,2023,VOX,505,8.54,1
829560009,Vallirana,2023,VECP - C,363,6.14,1
829560009,Vallirana,2023,PP,295,4.99,0
829560009,Vallirana,2023,Cs,117,1.97,0
1720950006,Vall-llobrega,2023,CM,291,56.06,4
1720950006,Vall-llobrega,2023,ERC-AM,204,39.3,3
1720950006,Vall-llobrega,2023,PSC-CP,13,2.5,0
4316060009,Vallmoll,2023,PSC-CP,687,72.08,7
4316060009,Vallmoll,2023,CM,201,21.09,2
4316060009,Vallmoll,2023,ERC-AM,41,4.3,0
829690004,Vallromanes,2023,MxV-ERC - AM,389,31.39,4
829690004,Vallromanes,2023,GdV,287,23.16,3
829690004,Vallromanes,2023,V - ARA PL,173,13.96,2
829690004,Vallromanes,2023,IVALL,166,13.39,1
829690004,Vallromanes,2023,CM,122,9.84,1
829690004,Vallromanes,2023,PSC-CP,68,5.48,0
4316130008,Valls,2023,CM,3133,34.86,9
4316130008,Valls,2023,ERC-AM,1805,20.08,5
4316130008,Valls,2023,PSC-CP,1733,19.28,4
4316130008,Valls,2023,CUP-AMUNT,1012,11.26,2
4316130008,Valls,2023,VOX,524,5.83,1
4316130008,Valls,2023,PP,373,4.15,0
4316130008,Valls,2023,VALENTS,145,1.61,0
4316130008,Valls,2023,FNC,92,1.02,0
2590620002,Les Valls d'Aguilar,2023,CM,137,64.62,5
2590620002,Les Valls d'Aguilar,2023,IVA-AM,74,34.9,2
2523980001,Les Valls de Valira,2023,IVV-ERC-AM,193,64.11,5
2523980001,Les Valls de Valira,2023,CM,85,28.23,2
2523980001,Les Valls de Valira,2023,CxLVV - CP,21,6.97,0
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,CM,917,30.99,5
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,PSC-CP,833,28.15,4
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,AM VH-AM,315,10.64,1
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,FIC,265,8.95,1
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,CUP-AMUNT,246,8.31,1
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,PP,227,7.67,1
4316280001,Vandellòs i l'Hospitalet de l'Infant,2023,Cs,112,3.78,0
2590970005,La Vansa i Fórnols,2023,CM,44,0,4
2590970005,La Vansa i Fórnols,2023,ERC / ESQUERRA,33,0,1
2590970005,La Vansa i Fórnols,2023,CxLVF - CP,8,0,0
829750006,Veciana,2023,CM,58,0,4
829750006,Veciana,2023,ERC-AM,44,0,1
829750006,Veciana,2023,PSC-CP,3,0,0
4316340003,El Vendrell,2023,PSC-CP,4561,34.75,9
